Geography,Geographic Area Name,Estimate!!Gini Index,Margin of Error!!Gini Index,year
0500000US55057,"Juneau County, Wisconsin",0.4077,0.0206,2022
0500000US42067,"Juniata County, Pennsylvania",0.4081,0.019,2022
0500000US26077,"Kalamazoo County, Michigan",0.4609,0.0091,2022
0500000US15005,"Kalawao County, Hawaii",0.2744,0.1254,2022
0500000US26079,"Kalkaska County, Michigan",0.4287,0.0288,2022
0500000US27065,"Kanabec County, Minnesota",0.3964,0.0138,2022
0500000US54039,"Kanawha County, West Virginia",0.4903,0.0116,2022
0500000US27067,"Kandiyohi County, Minnesota",0.4175,0.0148,2022
0500000US17089,"Kane County, Illinois",0.439,0.009,2022
0500000US49025,"Kane County, Utah",0.4642,0.0524,2022
0500000US17091,"Kankakee County, Illinois",0.437,0.0126,2022
0500000US48255,"Karnes County, Texas",0.5127,0.0335,2022
0500000US15007,"Kauai County, Hawaii",0.4405,0.0154,2022
0500000US48257,"Kaufman County, Texas",0.3931,0.0134,2022
0500000US40071,"Kay County, Oklahoma",0.4568,0.0178,2022
0500000US31099,"Kearney County, Nebraska",0.418,0.0405,2022
0500000US20093,"Kearny County, Kansas",0.3793,0.038,2022
0500000US31101,"Keith County, Nebraska",0.4312,0.0282,2022
0500000US28069,"Kemper County, Mississippi",0.4647,0.0408,2022
0500000US02122,"Kenai Peninsula Borough, Alaska",0.454,0.0222,2022
0500000US17093,"Kendall County, Illinois",0.3478,0.011,2022
0500000US48259,"Kendall County, Texas",0.4806,0.0251,2022
0500000US48261,"Kenedy County, Texas",0.3038,0.157,2022
0500000US23011,"Kennebec County, Maine",0.4414,0.0117,2022
0500000US55059,"Kenosha County, Wisconsin",0.4237,0.0101,2022
0500000US10001,"Kent County, Delaware",0.4068,0.0096,2022
0500000US24029,"Kent County, Maryland",0.4542,0.021,2022
0500000US26081,"Kent County, Michigan",0.4509,0.0066,2022
0500000US44003,"Kent County, Rhode Island",0.4435,0.0142,2022
0500000US48263,"Kent County, Texas",0.3834,0.0764,2022
0500000US21117,"Kenton County, Kentucky",0.4512,0.0106,2022
0500000US19107,"Keokuk County, Iowa",0.444,0.0283,2022
0500000US06029,"Kern County, California",0.4695,0.0073,2022
0500000US48265,"Kerr County, Texas",0.4571,0.034,2022
0500000US45055,"Kershaw County, South Carolina",0.4363,0.0181,2022
0500000US02130,"Ketchikan Gateway Borough, Alaska",0.4376,0.0234,2022
0500000US55061,"Kewaunee County, Wisconsin",0.392,0.0214,2022
0500000US26083,"Keweenaw County, Michigan",0.4573,0.041,2022
0500000US31103,"Keya Paha County, Nebraska",0.4717,0.049,2022
0500000US38043,"Kidder County, North Dakota",0.4321,0.0373,2022
0500000US31105,"Kimball County, Nebraska",0.436,0.0482,2022
0500000US48267,"Kimble County, Texas",0.5235,0.0461,2022
0500000US48269,"King County, Texas",0.4723,0.1431,2022
0500000US53033,"King County, Washington",0.4766,0.0026,2022
0500000US51099,"King George County, Virginia",0.3861,0.02,2022
0500000US51101,"King William County, Virginia",0.3759,0.0204,2022
0500000US51097,"King and Queen County, Virginia",0.4467,0.045,2022
0500000US40073,"Kingfisher County, Oklahoma",0.4649,0.0399,2022
0500000US20095,"Kingman County, Kansas",0.4103,0.0265,2022
0500000US06031,"Kings County, California",0.4126,0.0109,2022
0500000US36047,"Kings County, New York",0.5301,0.0039,2022
0500000US46077,"Kingsbury County, South Dakota",0.4498,0.0393,2022
0500000US48271,"Kinney County, Texas",0.404,0.0742,2022
0500000US08061,"Kiowa County, Colorado",0.4504,0.0531,2022
0500000US20097,"Kiowa County, Kansas",0.4348,0.0671,2022
0500000US40075,"Kiowa County, Oklahoma",0.444,0.0275,2022
0500000US08063,"Kit Carson County, Colorado",0.4624,0.0498,2022
0500000US53035,"Kitsap County, Washington",0.4311,0.0086,2022
0500000US53037,"Kittitas County, Washington",0.4598,0.017,2022
0500000US27069,"Kittson County, Minnesota",0.4156,0.0195,2022
0500000US41035,"Klamath County, Oregon",0.4671,0.0228,2022
0500000US48273,"Kleberg County, Texas",0.4767,0.0276,2022
0500000US53039,"Klickitat County, Washington",0.4563,0.0259,2022
0500000US21119,"Knott County, Kentucky",0.4605,0.0295,2022
0500000US17095,"Knox County, Illinois",0.462,0.0211,2022
0500000US18083,"Knox County, Indiana",0.4544,0.0222,2022
0500000US21121,"Knox County, Kentucky",0.5194,0.0269,2022
0500000US23013,"Knox County, Maine",0.436,0.016,2022
0500000US29103,"Knox County, Missouri",0.4427,0.0486,2022
0500000US31107,"Knox County, Nebraska",0.4192,0.0217,2022
0500000US39083,"Knox County, Ohio",0.4104,0.0161,2022
0500000US47093,"Knox County, Tennessee",0.4782,0.0075,2022
0500000US48275,"Knox County, Texas",0.4346,0.0404,2022
0500000US02150,"Kodiak Island Borough, Alaska",0.4005,0.0422,2022
0500000US27071,"Koochiching County, Minnesota",0.4024,0.0328,2022
0500000US16055,"Kootenai County, Idaho",0.4291,0.0133,2022
0500000US18085,"Kosciusko County, Indiana",0.4134,0.0183,2022
0500000US19109,"Kossuth County, Iowa",0.406,0.0193,2022
0500000US02158,"Kusilvak Census Area, Alaska",0.4451,0.0262,2022
0500000US55063,"La Crosse County, Wisconsin",0.4575,0.0132,2022
0500000US04012,"La Paz County, Arizona",0.4817,0.0263,2022
0500000US08067,"La Plata County, Colorado",0.4442,0.0199,2022
0500000US48283,"La Salle County, Texas",0.3767,0.0539,2022
0500000US18087,"LaGrange County, Indiana",0.4072,0.0214,2022
0500000US38045,"LaMoure County, North Dakota",0.4097,0.0277,2022
0500000US18091,"LaPorte County, Indiana",0.4324,0.0112,2022
0500000US17099,"LaSalle County, Illinois",0.4349,0.012,2022
0500000US22059,"LaSalle Parish, Louisiana",0.4512,0.0308,2022
0500000US20099,"Labette County, Kansas",0.4345,0.0266,2022
0500000US27073,"Lac qui Parle County, Minnesota",0.4437,0.0201,2022
0500000US42069,"Lackawanna County, Pennsylvania",0.4559,0.0081,2022
0500000US29105,"Laclede County, Missouri",0.454,0.0443,2022
0500000US05073,"Lafayette County, Arkansas",0.4502,0.0292,2022
0500000US12067,"Lafayette County, Florida",0.4077,0.048,2022
0500000US28071,"Lafayette County, Mississippi",0.5244,0.0257,2022
0500000US29107,"Lafayette County, Missouri",0.3814,0.02,2022
0500000US55065,"Lafayette County, Wisconsin",0.4096,0.0124,2022
0500000US22055,"Lafayette Parish, Louisiana",0.4969,0.013,2022
0500000US22057,"Lafourche Parish, Louisiana",0.4829,0.0217,2022
0500000US72079,"Lajas Municipio, Puerto Rico",0.4902,0.0273,2022
0500000US06033,"Lake County, California",0.4904,0.0214,2022
0500000US08065,"Lake County, Colorado",0.3971,0.0405,2022
0500000US12069,"Lake County, Florida",0.4296,0.0099,2022
0500000US17097,"Lake County, Illinois",0.4791,0.0048,2022
0500000US18089,"Lake County, Indiana",0.4527,0.0056,2022
0500000US26085,"Lake County, Michigan",0.4451,0.0175,2022
0500000US27075,"Lake County, Minnesota",0.3973,0.0242,2022
0500000US30047,"Lake County, Montana",0.4843,0.0227,2022
0500000US39085,"Lake County, Ohio",0.4165,0.0084,2022
0500000US41037,"Lake County, Oregon",0.4352,0.0314,2022
0500000US46079,"Lake County, South Dakota",0.4839,0.0539,2022
0500000US47095,"Lake County, Tennessee",0.569,0.0587,2022
0500000US02164,"Lake and Peninsula Borough, Alaska",0.3936,0.0277,2022
0500000US27077,"Lake of the Woods County, Minnesota",0.4226,0.0265,2022
0500000US01075,"Lamar County, Alabama",0.4259,0.0249,2022
0500000US13171,"Lamar County, Georgia",0.4236,0.0299,2022
0500000US28073,"Lamar County, Mississippi",0.4715,0.0301,2022
0500000US48277,"Lamar County, Texas",0.4589,0.0197,2022
0500000US48279,"Lamb County, Texas",0.4368,0.025,2022
0500000US50015,"Lamoille County, Vermont",0.4614,0.0299,2022
0500000US48281,"Lampasas County, Texas",0.4086,0.0225,2022
0500000US31109,"Lancaster County, Nebraska",0.451,0.0083,2022
0500000US42071,"Lancaster County, Pennsylvania",0.4277,0.0082,2022
0500000US45057,"Lancaster County, South Carolina",0.4587,0.0173,2022
0500000US51103,"Lancaster County, Virginia",0.5093,0.0339,2022
0500000US32015,"Lander County, Nevada",0.4028,0.0472,2022
0500000US20101,"Lane County, Kansas",0.4529,0.0518,2022
0500000US41039,"Lane County, Oregon",0.4632,0.009,2022
0500000US55067,"Langlade County, Wisconsin",0.4381,0.0215,2022
0500000US13173,"Lanier County, Georgia",0.4951,0.0377,2022
0500000US26087,"Lapeer County, Michigan",0.4293,0.0192,2022
0500000US56021,"Laramie County, Wyoming",0.439,0.0219,2022
0500000US72081,"Lares Municipio, Puerto Rico",0.4894,0.032,2022
0500000US08069,"Larimer County, Colorado",0.4502,0.0075,2022
0500000US21123,"Larue County, Kentucky",0.4324,0.0251,2022
0500000US08071,"Las Animas County, Colorado",0.4686,0.0179,2022
0500000US72083,"Las Marías Municipio, Puerto Rico",0.4778,0.0377,2022
0500000US72085,"Las Piedras Municipio, Puerto Rico",0.5104,0.0251,2022
0500000US06035,"Lassen County, California",0.4179,0.0165,2022
0500000US16057,"Latah County, Idaho",0.4559,0.0238,2022
0500000US40077,"Latimer County, Oklahoma",0.4452,0.0197,2022
0500000US01077,"Lauderdale County, Alabama",0.4618,0.0181,2022
0500000US28075,"Lauderdale County, Mississippi",0.5065,0.0217,2022
0500000US47097,"Lauderdale County, Tennessee",0.4526,0.0259,2022
0500000US21125,"Laurel County, Kentucky",0.4548,0.0189,2022
0500000US13175,"Laurens County, Georgia",0.5225,0.0359,2022
0500000US45059,"Laurens County, South Carolina",0.4532,0.0186,2022
0500000US48285,"Lavaca County, Texas",0.4544,0.0219,2022
0500000US01079,"Lawrence County, Alabama",0.4483,0.0231,2022
0500000US05075,"Lawrence County, Arkansas",0.459,0.0294,2022
0500000US17101,"Lawrence County, Illinois",0.4602,0.0299,2022
0500000US18093,"Lawrence County, Indiana",0.4099,0.0152,2022
0500000US21127,"Lawrence County, Kentucky",0.4676,0.0352,2022
0500000US28077,"Lawrence County, Mississippi",0.4645,0.0299,2022
0500000US29109,"Lawrence County, Missouri",0.42,0.0154,2022
0500000US39087,"Lawrence County, Ohio",0.4744,0.0337,2022
0500000US42073,"Lawrence County, Pennsylvania",0.4366,0.0101,2022
0500000US46081,"Lawrence County, South Dakota",0.4716,0.0324,2022
0500000US47099,"Lawrence County, Tennessee",0.4636,0.033,2022
0500000US40079,"Le Flore County, Oklahoma",0.4361,0.0115,2022
0500000US27079,"Le Sueur County, Minnesota",0.3987,0.0156,2022
0500000US35025,"Lea County, New Mexico",0.4733,0.0257,2022
0500000US28079,"Leake County, Mississippi",0.5039,0.0506,2022
0500000US20103,"Leavenworth County, Kansas",0.4164,0.0183,2022
0500000US42075,"Lebanon County, Pennsylvania",0.4236,0.0118,2022
0500000US01081,"Lee County, Alabama",0.513,0.0132,2022
0500000US05077,"Lee County, Arkansas",0.5628,0.0795,2022
0500000US12071,"Lee County, Florida",0.4799,0.0063,2022
0500000US13177,"Lee County, Georgia",0.3661,0.025,2022
0500000US17103,"Lee County, Illinois",0.4382,0.0184,2022
0500000US19111,"Lee County, Iowa",0.4478,0.0257,2022
0500000US21129,"Lee County, Kentucky",0.4963,0.0799,2022
0500000US28081,"Lee County, Mississippi",0.4622,0.0182,2022
0500000US37105,"Lee County, North Carolina",0.4309,0.0152,2022
0500000US45061,"Lee County, South Carolina",0.4517,0.0283,2022
0500000US48287,"Lee County, Texas",0.4071,0.0233,2022
0500000US51105,"Lee County, Virginia",0.4858,0.0364,2022
0500000US26089,"Leelanau County, Michigan",0.4635,0.0255,2022
0500000US28083,"Leflore County, Mississippi",0.5734,0.0598,2022
0500000US42077,"Lehigh County, Pennsylvania",0.4614,0.0093,2022
0500000US16059,"Lemhi County, Idaho",0.4953,0.0446,2022
0500000US26091,"Lenawee County, Michigan",0.4205,0.0127,2022
0500000US37107,"Lenoir County, North Carolina",0.4673,0.0212,2022
0500000US12073,"Leon County, Florida",0.5062,0.0106,2022
0500000US48289,"Leon County, Texas",0.4882,0.0461,2022
0500000US21131,"Leslie County, Kentucky",0.416,0.0294,2022
0500000US21133,"Letcher County, Kentucky",0.4985,0.0416,2022
0500000US12075,"Levy County, Florida",0.462,0.0455,2022
0500000US16061,"Lewis County, Idaho",0.4432,0.0347,2022
0500000US21135,"Lewis County, Kentucky",0.464,0.0251,2022
0500000US29111,"Lewis County, Missouri",0.4393,0.0296,2022
0500000US36049,"Lewis County, New York",0.4033,0.0137,2022
0500000US47101,"Lewis County, Tennessee",0.442,0.0355,2022
0500000US53041,"Lewis County, Washington",0.4229,0.0122,2022
0500000US54041,"Lewis County, West Virginia",0.4971,0.026,2022
0500000US30049,"Lewis and Clark County, Montana",0.4368,0.0195,2022
0500000US45063,"Lexington County, South Carolina",0.4322,0.0077,2022
0500000US51678,"Lexington city, Virginia",0.411,0.0981,2022
0500000US12077,"Liberty County, Florida",0.4229,0.0333,2022
0500000US13179,"Liberty County, Georgia",0.4084,0.0141,2022
0500000US30051,"Liberty County, Montana",0.5628,0.0731,2022
0500000US48291,"Liberty County, Texas",0.4519,0.0171,2022
0500000US39089,"Licking County, Ohio",0.4476,0.015,2022
0500000US01083,"Limestone County, Alabama",0.4272,0.0139,2022
0500000US48293,"Limestone County, Texas",0.4418,0.02,2022
0500000US05079,"Lincoln County, Arkansas",0.4713,0.0378,2022
0500000US08073,"Lincoln County, Colorado",0.491,0.0505,2022
0500000US13181,"Lincoln County, Georgia",0.4436,0.0254,2022
0500000US16063,"Lincoln County, Idaho",0.3949,0.0327,2022
0500000US20105,"Lincoln County, Kansas",0.4382,0.0312,2022
0500000US21137,"Lincoln County, Kentucky",0.4523,0.0295,2022
0500000US23015,"Lincoln County, Maine",0.4588,0.0204,2022
0500000US27081,"Lincoln County, Minnesota",0.4401,0.0202,2022
0500000US28085,"Lincoln County, Mississippi",0.4782,0.0243,2022
0500000US29113,"Lincoln County, Missouri",0.401,0.0196,2022
0500000US30053,"Lincoln County, Montana",0.4556,0.0269,2022
0500000US31111,"Lincoln County, Nebraska",0.4259,0.0169,2022
0500000US32017,"Lincoln County, Nevada",0.3758,0.0464,2022
0500000US35027,"Lincoln County, New Mexico",0.4882,0.0406,2022
0500000US37109,"Lincoln County, North Carolina",0.4571,0.0171,2022
0500000US40081,"Lincoln County, Oklahoma",0.4395,0.0157,2022
0500000US41041,"Lincoln County, Oregon",0.4585,0.0285,2022
0500000US46083,"Lincoln County, South Dakota",0.4208,0.0221,2022
0500000US47103,"Lincoln County, Tennessee",0.4285,0.0194,2022
0500000US53043,"Lincoln County, Washington",0.4366,0.0222,2022
0500000US54043,"Lincoln County, West Virginia",0.4837,0.058,2022
0500000US55069,"Lincoln County, Wisconsin",0.4141,0.0153,2022
0500000US56023,"Lincoln County, Wyoming",0.3767,0.0225,2022
0500000US22061,"Lincoln Parish, Louisiana",0.5244,0.0218,2022
0500000US19113,"Linn County, Iowa",0.4456,0.0123,2022
0500000US20107,"Linn County, Kansas",0.4647,0.04,2022
0500000US29115,"Linn County, Missouri",0.4529,0.0358,2022
0500000US41043,"Linn County, Oregon",0.4024,0.0131,2022
0500000US48295,"Lipscomb County, Texas",0.4414,0.0474,2022
0500000US05081,"Little River County, Arkansas",0.4101,0.0231,2022
0500000US48297,"Live Oak County, Texas",0.4735,0.0352,2022
0500000US17105,"Livingston County, Illinois",0.4162,0.0195,2022
0500000US21139,"Livingston County, Kentucky",0.4688,0.054,2022
0500000US26093,"Livingston County, Michigan",0.4097,0.0074,2022
0500000US29117,"Livingston County, Missouri",0.4553,0.0358,2022
0500000US36051,"Livingston County, New York",0.4282,0.0158,2022
0500000US22063,"Livingston Parish, Louisiana",0.4108,0.0194,2022
0500000US48299,"Llano County, Texas",0.5296,0.043,2022
0500000US05083,"Logan County, Arkansas",0.4486,0.0433,2022
0500000US08075,"Logan County, Colorado",0.4181,0.0204,2022
0500000US17107,"Logan County, Illinois",0.4405,0.0304,2022
0500000US20109,"Logan County, Kansas",0.4482,0.037,2022
0500000US21141,"Logan County, Kentucky",0.4166,0.0178,2022
0500000US31113,"Logan County, Nebraska",0.4751,0.1083,2022
0500000US38047,"Logan County, North Dakota",0.4419,0.0389,2022
0500000US39091,"Logan County, Ohio",0.4376,0.0362,2022
0500000US40083,"Logan County, Oklahoma",0.4729,0.0308,2022
0500000US54045,"Logan County, West Virginia",0.5016,0.0279,2022
0500000US13183,"Long County, Georgia",0.4113,0.0328,2022
0500000US05085,"Lonoke County, Arkansas",0.4211,0.0171,2022
0500000US39093,"Lorain County, Ohio",0.4624,0.0099,2022
0500000US35028,"Los Alamos County, New Mexico",0.3908,0.0227,2022
0500000US06037,"Los Angeles County, California",0.4982,0.0019,2022
0500000US47105,"Loudon County, Tennessee",0.4518,0.0201,2022
0500000US51107,"Loudoun County, Virginia",0.3919,0.0075,2022
0500000US19115,"Louisa County, Iowa",0.4264,0.0289,2022
0500000US51109,"Louisa County, Virginia",0.4477,0.0247,2022
0500000US31115,"Loup County, Nebraska",0.4266,0.0562,2022
0500000US40085,"Love County, Oklahoma",0.4141,0.0301,2022
0500000US48301,"Loving County, Texas",0.532,0.2454,2022
0500000US09130,"Lower Connecticut River Valley Planning Region, Connecticut",0.4514,0.0131,2022
0500000US01085,"Lowndes County, Alabama",0.5197,0.0294,2022
0500000US13185,"Lowndes County, Georgia",0.4862,0.014,2022
0500000US28087,"Lowndes County, Mississippi",0.487,0.0175,2022
0500000US72087,"Loíza Municipio, Puerto Rico",0.4873,0.029,2022
0500000US48303,"Lubbock County, Texas",0.4811,0.0124,2022
0500000US19117,"Lucas County, Iowa",0.4386,0.0535,2022
0500000US39095,"Lucas County, Ohio",0.4871,0.0096,2022
0500000US26095,"Luce County, Michigan",0.4133,0.0281,2022
0500000US13187,"Lumpkin County, Georgia",0.5022,0.0562,2022
0500000US35029,"Luna County, New Mexico",0.451,0.0263,2022
0500000US51111,"Lunenburg County, Virginia",0.4088,0.0316,2022
0500000US72089,"Luquillo Municipio, Puerto Rico",0.4903,0.0327,2022
0500000US42079,"Luzerne County, Pennsylvania",0.4512,0.0074,2022
0500000US42081,"Lycoming County, Pennsylvania",0.4308,0.0149,2022
0500000US46085,"Lyman County, South Dakota",0.4429,0.047,2022
0500000US51680,"Lynchburg city, Virginia",0.4484,0.0143,2022
0500000US48305,"Lynn County, Texas",0.4785,0.03,2022
0500000US19119,"Lyon County, Iowa",0.3879,0.0281,2022
0500000US20111,"Lyon County, Kansas",0.434,0.0266,2022
0500000US21143,"Lyon County, Kentucky",0.4063,0.0314,2022
0500000US27083,"Lyon County, Minnesota",0.4519,0.0268,2022
0500000US32019,"Lyon County, Nevada",0.4195,0.0239,2022
0500000US26097,"Mackinac County, Michigan",0.4461,0.0237,2022
0500000US26099,"Macomb County, Michigan",0.4261,0.0051,2022
0500000US01087,"Macon County, Alabama",0.4853,0.0265,2022
0500000US13193,"Macon County, Georgia",0.6041,0.0913,2022
0500000US17115,"Macon County, Illinois",0.4661,0.0113,2022
0500000US29121,"Macon County, Missouri",0.4021,0.0202,2022
0500000US37113,"Macon County, North Carolina",0.4722,0.026,2022
0500000US47111,"Macon County, Tennessee",0.4246,0.0259,2022
0500000US17117,"Macoupin County, Illinois",0.4279,0.0145,2022
0500000US06039,"Madera County, California",0.4535,0.0191,2022
0500000US01089,"Madison County, Alabama",0.4695,0.0093,2022
0500000US05087,"Madison County, Arkansas",0.4553,0.041,2022
0500000US12079,"Madison County, Florida",0.474,0.0471,2022
0500000US13195,"Madison County, Georgia",0.4429,0.0222,2022
0500000US16065,"Madison County, Idaho",0.5181,0.0759,2022
0500000US17119,"Madison County, Illinois",0.4443,0.0088,2022
0500000US18095,"Madison County, Indiana",0.4367,0.0152,2022
0500000US19121,"Madison County, Iowa",0.3697,0.0179,2022
0500000US21151,"Madison County, Kentucky",0.4484,0.0176,2022
0500000US28089,"Madison County, Mississippi",0.4921,0.0159,2022
0500000US29123,"Madison County, Missouri",0.4858,0.059,2022
0500000US30057,"Madison County, Montana",0.4175,0.0266,2022
0500000US31119,"Madison County, Nebraska",0.4689,0.0262,2022
