Geography,Geographic Area Name,Estimate!!Gini Index,Margin of Error!!Gini Index,year
0500000US54021,"Gilmer County, West Virginia",0.4092,0.0351,2022
0500000US08047,"Gilpin County, Colorado",0.4626,0.06,2022
0500000US30035,"Glacier County, Montana",0.4849,0.0288,2022
0500000US12043,"Glades County, Florida",0.4541,0.0286,2022
0500000US26051,"Gladwin County, Michigan",0.4468,0.0193,2022
0500000US13125,"Glascock County, Georgia",0.444,0.0505,2022
0500000US48173,"Glasscock County, Texas",0.4416,0.0676,2022
0500000US06021,"Glenn County, California",0.414,0.0177,2022
0500000US34015,"Gloucester County, New Jersey",0.4182,0.0073,2022
0500000US51073,"Gloucester County, Virginia",0.3885,0.0176,2022
0500000US13127,"Glynn County, Georgia",0.4954,0.021,2022
0500000US26053,"Gogebic County, Michigan",0.4793,0.0236,2022
0500000US30037,"Golden Valley County, Montana",0.4688,0.0519,2022
0500000US38033,"Golden Valley County, North Dakota",0.3775,0.0355,2022
0500000US48175,"Goliad County, Texas",0.5199,0.0542,2022
0500000US48177,"Gonzales County, Texas",0.487,0.0452,2022
0500000US51075,"Goochland County, Virginia",0.4929,0.0304,2022
0500000US27049,"Goodhue County, Minnesota",0.4212,0.0165,2022
0500000US16047,"Gooding County, Idaho",0.4497,0.0358,2022
0500000US13129,"Gordon County, Georgia",0.4504,0.017,2022
0500000US56015,"Goshen County, Wyoming",0.4267,0.0358,2022
0500000US31073,"Gosper County, Nebraska",0.4263,0.0478,2022
0500000US20063,"Gove County, Kansas",0.4192,0.0295,2022
0500000US13131,"Grady County, Georgia",0.4646,0.0268,2022
0500000US40051,"Grady County, Oklahoma",0.4206,0.0176,2022
0500000US33009,"Grafton County, New Hampshire",0.4925,0.0143,2022
0500000US04009,"Graham County, Arizona",0.4057,0.0169,2022
0500000US20065,"Graham County, Kansas",0.3795,0.0298,2022
0500000US37075,"Graham County, North Carolina",0.4296,0.0304,2022
0500000US47057,"Grainger County, Tennessee",0.4852,0.053,2022
0500000US08049,"Grand County, Colorado",0.4225,0.0341,2022
0500000US49019,"Grand County, Utah",0.4553,0.0469,2022
0500000US38035,"Grand Forks County, North Dakota",0.4586,0.0174,2022
0500000US50013,"Grand Isle County, Vermont",0.4352,0.0221,2022
0500000US26055,"Grand Traverse County, Michigan",0.4372,0.0164,2022
0500000US30039,"Granite County, Montana",0.4883,0.0674,2022
0500000US05053,"Grant County, Arkansas",0.4555,0.0518,2022
0500000US18053,"Grant County, Indiana",0.4322,0.0185,2022
0500000US20067,"Grant County, Kansas",0.3886,0.0434,2022
0500000US21081,"Grant County, Kentucky",0.4209,0.0233,2022
0500000US27051,"Grant County, Minnesota",0.4532,0.0367,2022
0500000US31075,"Grant County, Nebraska",0.4579,0.0557,2022
0500000US35017,"Grant County, New Mexico",0.4864,0.0378,2022
0500000US38037,"Grant County, North Dakota",0.5048,0.0574,2022
0500000US40053,"Grant County, Oklahoma",0.4674,0.0434,2022
0500000US41023,"Grant County, Oregon",0.4368,0.0274,2022
0500000US46051,"Grant County, South Dakota",0.458,0.0401,2022
0500000US53025,"Grant County, Washington",0.4291,0.0148,2022
0500000US54023,"Grant County, West Virginia",0.4258,0.0374,2022
0500000US55043,"Grant County, Wisconsin",0.4272,0.0159,2022
0500000US22043,"Grant Parish, Louisiana",0.4331,0.0222,2022
0500000US37077,"Granville County, North Carolina",0.4397,0.0182,2022
0500000US26057,"Gratiot County, Michigan",0.4447,0.0196,2022
0500000US21083,"Graves County, Kentucky",0.483,0.0262,2022
0500000US20069,"Gray County, Kansas",0.4026,0.0303,2022
0500000US48179,"Gray County, Texas",0.4891,0.0483,2022
0500000US53027,"Grays Harbor County, Washington",0.4397,0.0159,2022
0500000US21085,"Grayson County, Kentucky",0.4834,0.0245,2022
0500000US48181,"Grayson County, Texas",0.4466,0.0189,2022
0500000US51077,"Grayson County, Virginia",0.4706,0.0549,2022
0500000US09120,"Greater Bridgeport Planning Region, Connecticut",0.5152,0.0078,2022
0500000US20071,"Greeley County, Kansas",0.3839,0.046,2022
0500000US31077,"Greeley County, Nebraska",0.4113,0.0244,2022
0500000US21087,"Green County, Kentucky",0.4671,0.0363,2022
0500000US55045,"Green County, Wisconsin",0.4149,0.0121,2022
0500000US55047,"Green Lake County, Wisconsin",0.414,0.0149,2022
0500000US54025,"Greenbrier County, West Virginia",0.4887,0.0347,2022
0500000US01063,"Greene County, Alabama",0.4702,0.0388,2022
0500000US05055,"Greene County, Arkansas",0.4283,0.0201,2022
0500000US13133,"Greene County, Georgia",0.5561,0.0277,2022
0500000US17061,"Greene County, Illinois",0.4432,0.0239,2022
0500000US18055,"Greene County, Indiana",0.4437,0.0347,2022
0500000US19073,"Greene County, Iowa",0.4073,0.0203,2022
0500000US28041,"Greene County, Mississippi",0.4685,0.0351,2022
0500000US29077,"Greene County, Missouri",0.4748,0.0096,2022
0500000US36039,"Greene County, New York",0.464,0.0177,2022
0500000US37079,"Greene County, North Carolina",0.4015,0.0215,2022
0500000US39057,"Greene County, Ohio",0.4415,0.009,2022
0500000US42059,"Greene County, Pennsylvania",0.4335,0.0166,2022
0500000US47059,"Greene County, Tennessee",0.4493,0.0174,2022
0500000US51079,"Greene County, Virginia",0.4027,0.0356,2022
0500000US04011,"Greenlee County, Arizona",0.3756,0.0435,2022
0500000US51081,"Greensville County, Virginia",0.4617,0.0314,2022
0500000US21089,"Greenup County, Kentucky",0.4768,0.0203,2022
0500000US45045,"Greenville County, South Carolina",0.4721,0.0096,2022
0500000US20073,"Greenwood County, Kansas",0.4928,0.0393,2022
0500000US45047,"Greenwood County, South Carolina",0.4991,0.0424,2022
0500000US40055,"Greer County, Oklahoma",0.4197,0.0356,2022
0500000US48183,"Gregg County, Texas",0.4581,0.0164,2022
0500000US46053,"Gregory County, South Dakota",0.4579,0.0284,2022
0500000US28043,"Grenada County, Mississippi",0.4992,0.0355,2022
0500000US38039,"Griggs County, North Dakota",0.5055,0.0585,2022
0500000US48185,"Grimes County, Texas",0.454,0.0262,2022
0500000US17063,"Grundy County, Illinois",0.3955,0.0191,2022
0500000US19075,"Grundy County, Iowa",0.3727,0.0133,2022
0500000US29079,"Grundy County, Missouri",0.4754,0.0582,2022
0500000US47061,"Grundy County, Tennessee",0.459,0.0393,2022
0500000US35019,"Guadalupe County, New Mexico",0.6052,0.0629,2022
0500000US48187,"Guadalupe County, Texas",0.3926,0.0121,2022
0500000US72057,"Guayama Municipio, Puerto Rico",0.5276,0.026,2022
0500000US72059,"Guayanilla Municipio, Puerto Rico",0.4288,0.0251,2022
0500000US72061,"Guaynabo Municipio, Puerto Rico",0.5492,0.0158,2022
0500000US39059,"Guernsey County, Ohio",0.4333,0.0205,2022
0500000US37081,"Guilford County, North Carolina",0.4853,0.0082,2022
0500000US12045,"Gulf County, Florida",0.4524,0.0511,2022
0500000US08051,"Gunnison County, Colorado",0.421,0.0289,2022
0500000US72063,"Gurabo Municipio, Puerto Rico",0.5866,0.0525,2022
0500000US19077,"Guthrie County, Iowa",0.4266,0.0282,2022
0500000US72055,"Guánica Municipio, Puerto Rico",0.4821,0.0341,2022
0500000US13135,"Gwinnett County, Georgia",0.4352,0.0086,2022
0500000US46055,"Haakon County, South Dakota",0.4851,0.0576,2022
0500000US13137,"Habersham County, Georgia",0.4582,0.0209,2022
0500000US02100,"Haines Borough, Alaska",0.4181,0.048,2022
0500000US01065,"Hale County, Alabama",0.5119,0.042,2022
0500000US48189,"Hale County, Texas",0.4464,0.0288,2022
0500000US37083,"Halifax County, North Carolina",0.4919,0.0161,2022
0500000US51083,"Halifax County, Virginia",0.4493,0.0196,2022
0500000US13139,"Hall County, Georgia",0.4529,0.0127,2022
0500000US31079,"Hall County, Nebraska",0.444,0.0255,2022
0500000US48191,"Hall County, Texas",0.4906,0.0556,2022
0500000US47063,"Hamblen County, Tennessee",0.4629,0.0213,2022
0500000US12047,"Hamilton County, Florida",0.4326,0.0326,2022
0500000US17065,"Hamilton County, Illinois",0.4013,0.026,2022
0500000US18057,"Hamilton County, Indiana",0.439,0.0095,2022
0500000US19079,"Hamilton County, Iowa",0.4293,0.0242,2022
0500000US20075,"Hamilton County, Kansas",0.3883,0.0325,2022
0500000US31081,"Hamilton County, Nebraska",0.3651,0.0214,2022
0500000US36041,"Hamilton County, New York",0.4158,0.0305,2022
0500000US39061,"Hamilton County, Ohio",0.5052,0.0058,2022
0500000US47065,"Hamilton County, Tennessee",0.4841,0.009,2022
0500000US48193,"Hamilton County, Texas",0.5453,0.0493,2022
0500000US46057,"Hamlin County, South Dakota",0.3633,0.0354,2022
0500000US25013,"Hampden County, Massachusetts",0.4705,0.0058,2022
0500000US25015,"Hampshire County, Massachusetts",0.4606,0.0127,2022
0500000US54027,"Hampshire County, West Virginia",0.435,0.0266,2022
0500000US45049,"Hampton County, South Carolina",0.4439,0.0291,2022
0500000US51650,"Hampton city, Virginia",0.4368,0.0134,2022
0500000US13141,"Hancock County, Georgia",0.5013,0.029,2022
0500000US17067,"Hancock County, Illinois",0.451,0.0289,2022
0500000US18059,"Hancock County, Indiana",0.394,0.0157,2022
0500000US19081,"Hancock County, Iowa",0.4104,0.0333,2022
0500000US21091,"Hancock County, Kentucky",0.4057,0.0235,2022
0500000US23009,"Hancock County, Maine",0.451,0.0134,2022
0500000US28045,"Hancock County, Mississippi",0.471,0.0354,2022
0500000US39063,"Hancock County, Ohio",0.4401,0.0168,2022
0500000US47067,"Hancock County, Tennessee",0.5402,0.0637,2022
0500000US54029,"Hancock County, West Virginia",0.447,0.029,2022
0500000US46059,"Hand County, South Dakota",0.4526,0.0636,2022
0500000US51085,"Hanover County, Virginia",0.4191,0.0204,2022
0500000US48195,"Hansford County, Texas",0.4023,0.0415,2022
0500000US46061,"Hanson County, South Dakota",0.3503,0.0299,2022
0500000US13143,"Haralson County, Georgia",0.4302,0.0256,2022
0500000US12049,"Hardee County, Florida",0.516,0.0543,2022
0500000US47069,"Hardeman County, Tennessee",0.4324,0.02,2022
0500000US48197,"Hardeman County, Texas",0.4068,0.0446,2022
0500000US17069,"Hardin County, Illinois",0.467,0.0651,2022
0500000US19083,"Hardin County, Iowa",0.4078,0.019,2022
0500000US21093,"Hardin County, Kentucky",0.4627,0.0286,2022
0500000US39065,"Hardin County, Ohio",0.4217,0.0175,2022
0500000US47071,"Hardin County, Tennessee",0.4472,0.028,2022
0500000US48199,"Hardin County, Texas",0.4275,0.017,2022
0500000US35021,"Harding County, New Mexico",0.721,0.0435,2022
0500000US46063,"Harding County, South Dakota",0.436,0.0759,2022
0500000US54031,"Hardy County, West Virginia",0.4657,0.0402,2022
0500000US24025,"Harford County, Maryland",0.4071,0.0087,2022
0500000US21095,"Harlan County, Kentucky",0.4837,0.0345,2022
0500000US31083,"Harlan County, Nebraska",0.4818,0.0461,2022
0500000US40057,"Harmon County, Oklahoma",0.5069,0.0392,2022
0500000US37085,"Harnett County, North Carolina",0.4273,0.0121,2022
0500000US41025,"Harney County, Oregon",0.433,0.0291,2022
0500000US20077,"Harper County, Kansas",0.4387,0.0236,2022
0500000US40059,"Harper County, Oklahoma",0.3603,0.0307,2022
0500000US13145,"Harris County, Georgia",0.4142,0.0192,2022
0500000US48201,"Harris County, Texas",0.4973,0.0033,2022
0500000US18061,"Harrison County, Indiana",0.41,0.0275,2022
0500000US19085,"Harrison County, Iowa",0.4097,0.0259,2022
0500000US21097,"Harrison County, Kentucky",0.4545,0.0398,2022
0500000US28047,"Harrison County, Mississippi",0.4597,0.01,2022
0500000US29081,"Harrison County, Missouri",0.4111,0.0237,2022
0500000US39067,"Harrison County, Ohio",0.4532,0.029,2022
0500000US48203,"Harrison County, Texas",0.4695,0.0214,2022
0500000US54033,"Harrison County, West Virginia",0.4564,0.0151,2022
0500000US51660,"Harrisonburg city, Virginia",0.4802,0.0257,2022
0500000US13147,"Hart County, Georgia",0.4443,0.0296,2022
0500000US21099,"Hart County, Kentucky",0.4626,0.0225,2022
0500000US48205,"Hartley County, Texas",0.3923,0.0383,2022
0500000US20079,"Harvey County, Kansas",0.3938,0.0275,2022
0500000US20081,"Haskell County, Kansas",0.4026,0.0342,2022
0500000US40061,"Haskell County, Oklahoma",0.4577,0.0215,2022
0500000US48207,"Haskell County, Texas",0.5575,0.0844,2022
0500000US72065,"Hatillo Municipio, Puerto Rico",0.4827,0.0266,2022
0500000US15001,"Hawaii County, Hawaii",0.4772,0.0147,2022
0500000US47073,"Hawkins County, Tennessee",0.457,0.0216,2022
0500000US31085,"Hayes County, Nebraska",0.4557,0.0568,2022
0500000US48209,"Hays County, Texas",0.4521,0.0092,2022
0500000US37087,"Haywood County, North Carolina",0.4529,0.017,2022
0500000US47075,"Haywood County, Tennessee",0.4708,0.0429,2022
0500000US13149,"Heard County, Georgia",0.4779,0.0572,2022
0500000US48211,"Hemphill County, Texas",0.4816,0.0856,2022
0500000US05057,"Hempstead County, Arkansas",0.4728,0.0382,2022
0500000US17071,"Henderson County, Illinois",0.3937,0.0391,2022
0500000US21101,"Henderson County, Kentucky",0.4472,0.0174,2022
0500000US37089,"Henderson County, North Carolina",0.4511,0.0153,2022
0500000US47077,"Henderson County, Tennessee",0.4419,0.0228,2022
0500000US48213,"Henderson County, Texas",0.4756,0.0203,2022
0500000US18063,"Hendricks County, Indiana",0.3942,0.0191,2022
0500000US12051,"Hendry County, Florida",0.4724,0.0281,2022
0500000US27053,"Hennepin County, Minnesota",0.4792,0.0044,2022
0500000US51087,"Henrico County, Virginia",0.4656,0.0085,2022
0500000US01067,"Henry County, Alabama",0.4655,0.0293,2022
0500000US13151,"Henry County, Georgia",0.3821,0.0091,2022
0500000US17073,"Henry County, Illinois",0.4357,0.0169,2022
0500000US18065,"Henry County, Indiana",0.4266,0.0235,2022
0500000US19087,"Henry County, Iowa",0.3963,0.0188,2022
0500000US21103,"Henry County, Kentucky",0.4471,0.0545,2022
0500000US29083,"Henry County, Missouri",0.4639,0.0302,2022
0500000US39069,"Henry County, Ohio",0.4255,0.0281,2022
0500000US47079,"Henry County, Tennessee",0.454,0.0216,2022
0500000US51089,"Henry County, Virginia",0.442,0.0152,2022
0500000US36043,"Herkimer County, New York",0.4191,0.0133,2022
0500000US12053,"Hernando County, Florida",0.4268,0.0097,2022
0500000US37091,"Hertford County, North Carolina",0.4771,0.0339,2022
0500000US38041,"Hettinger County, North Dakota",0.4981,0.0469,2022
0500000US21105,"Hickman County, Kentucky",0.4987,0.0545,2022
0500000US47081,"Hickman County, Tennessee",0.446,0.0434,2022
0500000US29085,"Hickory County, Missouri",0.4535,0.0372,2022
0500000US35023,"Hidalgo County, New Mexico",0.4234,0.0443,2022
0500000US48215,"Hidalgo County, Texas",0.478,0.0075,2022
0500000US39071,"Highland County, Ohio",0.4046,0.0199,2022
0500000US51091,"Highland County, Virginia",0.3778,0.044,2022
0500000US12055,"Highlands County, Florida",0.4603,0.0138,2022
0500000US30041,"Hill County, Montana",0.4093,0.0243,2022
0500000US48217,"Hill County, Texas",0.4414,0.0179,2022
0500000US12057,"Hillsborough County, Florida",0.4811,0.0047,2022
0500000US33011,"Hillsborough County, New Hampshire",0.4301,0.0076,2022
0500000US26059,"Hillsdale County, Michigan",0.4215,0.0152,2022
0500000US28049,"Hinds County, Mississippi",0.483,0.0128,2022
0500000US08053,"Hinsdale County, Colorado",0.4505,0.0426,2022
0500000US31087,"Hitchcock County, Nebraska",0.4681,0.0533,2022
0500000US39073,"Hocking County, Ohio",0.4092,0.0158,2022
0500000US48219,"Hockley County, Texas",0.4424,0.0159,2022
0500000US20083,"Hodgeman County, Kansas",0.3674,0.0251,2022
0500000US37093,"Hoke County, North Carolina",0.4841,0.0343,2022
0500000US12059,"Holmes County, Florida",0.4317,0.024,2022
0500000US28051,"Holmes County, Mississippi",0.5722,0.0372,2022
0500000US39075,"Holmes County, Ohio",0.424,0.0168,2022
0500000US29087,"Holt County, Missouri",0.4504,0.0433,2022
0500000US31089,"Holt County, Nebraska",0.4568,0.0397,2022
0500000US15003,"Honolulu County, Hawaii",0.4386,0.0046,2022
0500000US48221,"Hood County, Texas",0.4556,0.0187,2022
0500000US41027,"Hood River County, Oregon",0.4526,0.0262,2022
0500000US31091,"Hooker County, Nebraska",0.4013,0.0535,2022
0500000US02105,"Hoonah-Angoon Census Area, Alaska",0.4693,0.0406,2022
0500000US51670,"Hopewell city, Virginia",0.4417,0.0342,2022
0500000US21107,"Hopkins County, Kentucky",0.4291,0.0181,2022
0500000US48223,"Hopkins County, Texas",0.4616,0.0251,2022
0500000US72067,"Hormigueros Municipio, Puerto Rico",0.4832,0.0439,2022
0500000US45051,"Horry County, South Carolina",0.4476,0.0086,2022
0500000US05059,"Hot Spring County, Arkansas",0.4379,0.0227,2022
0500000US56017,"Hot Springs County, Wyoming",0.3951,0.0315,2022
0500000US26061,"Houghton County, Michigan",0.4795,0.017,2022
0500000US01069,"Houston County, Alabama",0.4833,0.0099,2022
0500000US13153,"Houston County, Georgia",0.415,0.0117,2022
0500000US27055,"Houston County, Minnesota",0.4059,0.0247,2022
0500000US47083,"Houston County, Tennessee",0.432,0.0341,2022
0500000US48225,"Houston County, Texas",0.4761,0.0283,2022
0500000US05061,"Howard County, Arkansas",0.4513,0.0439,2022
0500000US18067,"Howard County, Indiana",0.4232,0.0169,2022
0500000US19089,"Howard County, Iowa",0.4194,0.0542,2022
0500000US24027,"Howard County, Maryland",0.4133,0.0086,2022
0500000US29089,"Howard County, Missouri",0.4268,0.0255,2022
0500000US31093,"Howard County, Nebraska",0.398,0.0328,2022
0500000US48227,"Howard County, Texas",0.4397,0.0241,2022
0500000US29091,"Howell County, Missouri",0.4652,0.0192,2022
0500000US27057,"Hubbard County, Minnesota",0.4489,0.0299,2022
0500000US34017,"Hudson County, New Jersey",0.4994,0.0056,2022
0500000US48229,"Hudspeth County, Texas",0.4107,0.0445,2022
0500000US08055,"Huerfano County, Colorado",0.4454,0.0281,2022
0500000US40063,"Hughes County, Oklahoma",0.4846,0.0415,2022
0500000US46065,"Hughes County, South Dakota",0.3879,0.0227,2022
0500000US72069,"Humacao Municipio, Puerto Rico",0.5073,0.0292,2022
0500000US06023,"Humboldt County, California",0.4811,0.0117,2022
0500000US19091,"Humboldt County, Iowa",0.4353,0.0286,2022
0500000US32013,"Humboldt County, Nevada",0.4518,0.0501,2022
0500000US28053,"Humphreys County, Mississippi",0.5853,0.0559,2022
0500000US47085,"Humphreys County, Tennessee",0.4191,0.0363,2022
0500000US48231,"Hunt County, Texas",0.4305,0.0117,2022
0500000US34019,"Hunterdon County, New Jersey",0.4444,0.0112,2022
0500000US42061,"Huntingdon County, Pennsylvania",0.4268,0.0158,2022
0500000US18069,"Huntington County, Indiana",0.4059,0.0177,2022
0500000US26063,"Huron County, Michigan",0.4339,0.0116,2022
0500000US39077,"Huron County, Ohio",0.3965,0.0123,2022
0500000US46067,"Hutchinson County, South Dakota",0.4249,0.0297,2022
0500000US48233,"Hutchinson County, Texas",0.419,0.0199,2022
0500000US37095,"Hyde County, North Carolina",0.4022,0.0697,2022
0500000US46069,"Hyde County, South Dakota",0.3675,0.042,2022
0500000US22045,"Iberia Parish, Louisiana",0.4724,0.027,2022
0500000US22047,"Iberville Parish, Louisiana",0.4576,0.0211,2022
0500000US19093,"Ida County, Iowa",0.4329,0.0511,2022
0500000US16049,"Idaho County, Idaho",0.4304,0.0228,2022
0500000US06025,"Imperial County, California",0.4589,0.0137,2022
0500000US05063,"Independence County, Arkansas",0.4762,0.0409,2022
0500000US12061,"Indian River County, Florida",0.5066,0.0172,2022
0500000US42063,"Indiana County, Pennsylvania",0.4455,0.0138,2022
0500000US26065,"Ingham County, Michigan",0.476,0.0086,2022
0500000US06027,"Inyo County, California",0.4487,0.0236,2022
0500000US26067,"Ionia County, Michigan",0.3762,0.0138,2022
0500000US26069,"Iosco County, Michigan",0.434,0.0148,2022
0500000US19095,"Iowa County, Iowa",0.4503,0.0507,2022
0500000US55049,"Iowa County, Wisconsin",0.4041,0.0138,2022
0500000US37097,"Iredell County, North Carolina",0.4631,0.0114,2022
0500000US48235,"Irion County, Texas",0.3913,0.0543,2022
0500000US26071,"Iron County, Michigan",0.4341,0.0214,2022
0500000US29093,"Iron County, Missouri",0.4331,0.0255,2022
0500000US49021,"Iron County, Utah",0.4207,0.0203,2022
0500000US55051,"Iron County, Wisconsin",0.4114,0.0205,2022
0500000US17075,"Iroquois County, Illinois",0.4316,0.0158,2022
0500000US13155,"Irwin County, Georgia",0.4335,0.0612,2022
0500000US72071,"Isabela Municipio, Puerto Rico",0.5235,0.0212,2022
0500000US26073,"Isabella County, Michigan",0.4801,0.0154,2022
0500000US27059,"Isanti County, Minnesota",0.3926,0.0143,2022
0500000US53029,"Island County, Washington",0.4239,0.0188,2022
0500000US51093,"Isle of Wight County, Virginia",0.4359,0.0186,2022
0500000US28055,"Issaquena County, Mississippi",0.4862,0.0525,2022
0500000US27061,"Itasca County, Minnesota",0.432,0.0136,2022
0500000US28057,"Itawamba County, Mississippi",0.489,0.0762,2022
0500000US05065,"Izard County, Arkansas",0.4908,0.0626,2022
0500000US48237,"Jack County, Texas",0.4811,0.0344,2022
0500000US01071,"Jackson County, Alabama",0.4574,0.0179,2022
0500000US05067,"Jackson County, Arkansas",0.4721,0.0347,2022
0500000US08057,"Jackson County, Colorado",0.4902,0.0591,2022
0500000US12063,"Jackson County, Florida",0.4593,0.0223,2022
0500000US13157,"Jackson County, Georgia",0.4099,0.0175,2022
0500000US17077,"Jackson County, Illinois",0.5144,0.0173,2022
0500000US18071,"Jackson County, Indiana",0.4153,0.0163,2022
0500000US19097,"Jackson County, Iowa",0.4173,0.0158,2022
0500000US20085,"Jackson County, Kansas",0.3719,0.0218,2022
0500000US21109,"Jackson County, Kentucky",0.4302,0.0297,2022
0500000US26075,"Jackson County, Michigan",0.4456,0.0136,2022
0500000US27063,"Jackson County, Minnesota",0.4162,0.0165,2022
0500000US28059,"Jackson County, Mississippi",0.4646,0.0206,2022
0500000US29095,"Jackson County, Missouri",0.458,0.0046,2022
0500000US37099,"Jackson County, North Carolina",0.4898,0.0276,2022
0500000US39079,"Jackson County, Ohio",0.46,0.0452,2022
0500000US40065,"Jackson County, Oklahoma",0.4229,0.0193,2022
0500000US41029,"Jackson County, Oregon",0.4562,0.0117,2022
0500000US46071,"Jackson County, South Dakota",0.5121,0.0416,2022
0500000US47087,"Jackson County, Tennessee",0.4634,0.022,2022
0500000US48239,"Jackson County, Texas",0.4012,0.0286,2022
0500000US54035,"Jackson County, West Virginia",0.5016,0.0404,2022
0500000US55053,"Jackson County, Wisconsin",0.4491,0.016,2022
0500000US22049,"Jackson Parish, Louisiana",0.4597,0.0233,2022
0500000US51095,"James City County, Virginia",0.4161,0.0134,2022
0500000US13159,"Jasper County, Georgia",0.4608,0.0492,2022
0500000US17079,"Jasper County, Illinois",0.3963,0.0231,2022
0500000US18073,"Jasper County, Indiana",0.4062,0.0233,2022
0500000US19099,"Jasper County, Iowa",0.4237,0.0272,2022
0500000US28061,"Jasper County, Mississippi",0.4432,0.0292,2022
0500000US29097,"Jasper County, Missouri",0.4421,0.0133,2022
0500000US45053,"Jasper County, South Carolina",0.4598,0.0328,2022
0500000US48241,"Jasper County, Texas",0.5113,0.0611,2022
0500000US18075,"Jay County, Indiana",0.4367,0.0607,2022
0500000US72073,"Jayuya Municipio, Puerto Rico",0.4593,0.0363,2022
0500000US13161,"Jeff Davis County, Georgia",0.4567,0.0348,2022
0500000US48243,"Jeff Davis County, Texas",0.5373,0.0687,2022
0500000US01073,"Jefferson County, Alabama",0.5049,0.0074,2022
0500000US05069,"Jefferson County, Arkansas",0.4686,0.0215,2022
0500000US08059,"Jefferson County, Colorado",0.4272,0.005,2022
0500000US12065,"Jefferson County, Florida",0.4668,0.0261,2022
0500000US13163,"Jefferson County, Georgia",0.4615,0.0339,2022
0500000US16051,"Jefferson County, Idaho",0.3813,0.0251,2022
0500000US17081,"Jefferson County, Illinois",0.4344,0.0158,2022
0500000US18077,"Jefferson County, Indiana",0.4372,0.0237,2022
0500000US19101,"Jefferson County, Iowa",0.5262,0.0725,2022
0500000US20087,"Jefferson County, Kansas",0.4053,0.0322,2022
0500000US21111,"Jefferson County, Kentucky",0.4798,0.0055,2022
0500000US28063,"Jefferson County, Mississippi",0.5051,0.0455,2022
0500000US29099,"Jefferson County, Missouri",0.3924,0.01,2022
0500000US30043,"Jefferson County, Montana",0.4253,0.0252,2022
0500000US31095,"Jefferson County, Nebraska",0.422,0.0239,2022
0500000US36045,"Jefferson County, New York",0.4316,0.0171,2022
0500000US39081,"Jefferson County, Ohio",0.4637,0.0208,2022
0500000US40067,"Jefferson County, Oklahoma",0.5339,0.065,2022
0500000US41031,"Jefferson County, Oregon",0.4332,0.0278,2022
0500000US42065,"Jefferson County, Pennsylvania",0.4365,0.0133,2022
0500000US47089,"Jefferson County, Tennessee",0.4389,0.0268,2022
0500000US48245,"Jefferson County, Texas",0.4796,0.0108,2022
0500000US53031,"Jefferson County, Washington",0.4747,0.0238,2022
0500000US54037,"Jefferson County, West Virginia",0.4212,0.0146,2022
0500000US55055,"Jefferson County, Wisconsin",0.4015,0.0135,2022
0500000US28065,"Jefferson Davis County, Mississippi",0.4553,0.0276,2022
0500000US22053,"Jefferson Davis Parish, Louisiana",0.459,0.0193,2022
0500000US22051,"Jefferson Parish, Louisiana",0.4779,0.0142,2022
0500000US13165,"Jenkins County, Georgia",0.4805,0.0545,2022
0500000US18079,"Jennings County, Indiana",0.3935,0.0358,2022
0500000US46073,"Jerauld County, South Dakota",0.5324,0.0939,2022
0500000US16053,"Jerome County, Idaho",0.4269,0.0407,2022
0500000US17083,"Jersey County, Illinois",0.4376,0.0333,2022
0500000US21113,"Jessamine County, Kentucky",0.5101,0.042,2022
0500000US20089,"Jewell County, Kansas",0.4971,0.061,2022
0500000US48247,"Jim Hogg County, Texas",0.4161,0.0432,2022
0500000US48249,"Jim Wells County, Texas",0.4738,0.0216,2022
0500000US17085,"Jo Daviess County, Illinois",0.4168,0.0201,2022
0500000US05071,"Johnson County, Arkansas",0.4456,0.0242,2022
0500000US13167,"Johnson County, Georgia",0.4413,0.0324,2022
0500000US17087,"Johnson County, Illinois",0.4256,0.037,2022
0500000US18081,"Johnson County, Indiana",0.4256,0.0165,2022
0500000US19103,"Johnson County, Iowa",0.4945,0.0133,2022
0500000US20091,"Johnson County, Kansas",0.4459,0.0064,2022
0500000US21115,"Johnson County, Kentucky",0.4626,0.025,2022
0500000US29101,"Johnson County, Missouri",0.3989,0.0204,2022
0500000US31097,"Johnson County, Nebraska",0.3955,0.0256,2022
0500000US47091,"Johnson County, Tennessee",0.4697,0.0503,2022
0500000US48251,"Johnson County, Texas",0.404,0.0107,2022
0500000US56019,"Johnson County, Wyoming",0.4887,0.0383,2022
0500000US37101,"Johnston County, North Carolina",0.4211,0.016,2022
0500000US40069,"Johnston County, Oklahoma",0.4372,0.0222,2022
0500000US13169,"Jones County, Georgia",0.4469,0.0361,2022
0500000US19105,"Jones County, Iowa",0.395,0.0201,2022
0500000US28067,"Jones County, Mississippi",0.4723,0.0239,2022
0500000US37103,"Jones County, North Carolina",0.4466,0.0284,2022
0500000US46075,"Jones County, South Dakota",0.3926,0.0592,2022
0500000US48253,"Jones County, Texas",0.405,0.0209,2022
0500000US41033,"Josephine County, Oregon",0.4716,0.0211,2022
0500000US49023,"Juab County, Utah",0.3804,0.0364,2022
0500000US72075,"Juana Díaz Municipio, Puerto Rico",0.4819,0.0176,2022
0500000US30045,"Judith Basin County, Montana",0.5017,0.0416,2022
0500000US72077,"Juncos Municipio, Puerto Rico",0.4831,0.0251,2022
0500000US02110,"Juneau City and Borough, Alaska",0.4037,0.0166,2022
